procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 KST
 1  0      0 13599564   2272 1491680    0    0 423151 228054 220498 69049  9 14 77  0  0 2018-10-26 16:23:12
 1  0      0 13599564   2272 1491708    0    0 422039 228049 220139 64898  9 14 77  0  0 2018-10-26 16:23:22
 1  0      0 13599564   2272 1491712    0    0 421366 226858 219223 63419  9 14 77  0  0 2018-10-26 16:23:32
 2  0      0 13599564   2272 1491712    0    0 422263 227003 219521 62440  9 14 77  0  0 2018-10-26 16:23:42
 1  0      0 13599544   2272 1491724    0    0 420791 227045 219284 60796  9 14 77  0  0 2018-10-26 16:23:52
 2  0      0 13599684   2272 1491504    0    0 420013 226346 218970 60889  9 14 77  0  0 2018-10-26 16:24:02
 1  0      0 13599888   2272 1491516    0    0 418671 225172 217969 65133  9 14 77  0  0 2018-10-26 16:24:12
 2  0      0 13599888   2272 1491544    0    0 418906 225549 217972 67551  9 14 77  0  0 2018-10-26 16:24:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 KST
 3  0      0 13599888   2272 1491544    0    0 416719 224264 216922 69675  9 14 77  0  0 2018-10-26 16:24:32
 3  0      0 13599888   2272 1491548    0    0 415373 223870 216528 67821  9 14 78  0  0 2018-10-26 16:24:42
 2  0      0 13599888   2272 1491560    0    0 414102 224107 216132 69862  9 14 78  0  0 2018-10-26 16:24:52
 2  0      0 13599588   2272 1491700    0    0 412328 221920 214881 70729  9 14 77  0  0 2018-10-26 16:25:02
 2  0      0 13599740   2272 1491616    0    0 410360 220905 213660 68857  9 14 77  0  0 2018-10-26 16:25:12
 2  0      0 13599728   2272 1491652    0    0 413272 222635 215220 62271  9 14 77  0  0 2018-10-26 16:25:22
 3  0      0 13599736   2272 1491644    0    0 413235 223032 215528 65024  9 14 77  0  0 2018-10-26 16:25:32
 0  0      0 13599652   2272 1491644    0    0 410572 220916 213633 66669  9 14 77  0  0 2018-10-26 16:25:42
 2  0      0 13599568   2272 1491792    0    0 409864 220983 213606 67995  9 13 77  0  0 2018-10-26 16:25:52
 1  0      0 13599132   2272 1491932    0    0 410707 221465 213978 68959  9 14 78  0  0 2018-10-26 16:26:02
 2  0      0 13599436   2272 1491852    0    0 408860 220250 212958 70063  9 14 78  0  0 2018-10-26 16:26:12
 2  0      0 13599408   2272 1491884    0    0 407524 219552 212324 71027  9 13 78  0  0 2018-10-26 16:26:22
 1  0      0 13599416   2272 1491876    0    0 406981 219375 211957 70527  9 13 78  0  0 2018-10-26 16:26:32
 1  0      0 13599416   2272 1491876    0    0 406242 218988 211517 67210  9 13 78  0  0 2018-10-26 16:26:42
 3  0      0 13599416   2272 1491892    0    0 407356 218868 211962 67345  9 14 78  0  0 2018-10-26 16:26:52
 1  0      0 13598972   2272 1492000    0    0 406300 218228 211317 68297  9 13 78  0  0 2018-10-26 16:27:02
 2  0      0 13599364   2272 1491964    0    0 403425 217172 210108 69388  9 13 78  0  0 2018-10-26 16:27:12
 3  0      0 13599336   2272 1491992    0    0 403441 216921 209830 69493  9 13 78  0  0 2018-10-26 16:27:22
 0  0      0 13599336   2272 1491992    0    0 405086 218026 210734 62986  9 14 78  0  0 2018-10-26 16:27:32
 2  0      0 13599196   2272 1491996    0    0 402923 217322 210124 65460  9 13 76  1  0 2018-10-26 16:27:42
 2  0      0 13599168   2272 1492012    0    0 403346 217134 210007 61649  9 14 78  0  0 2018-10-26 16:27:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 KST
 2  0      0 13599216   2272 1492044    0    0 400652 215852 208890 65875  9 14 77  0  0 2018-10-26 16:28:02
 2  0      0 13599224   2272 1492040    0    0 403415 217002 209882 62218  9 14 78  0  0 2018-10-26 16:28:12
 2  0      0 13599224   2272 1492076    0    0 402421 216913 209550 65763  9 13 78  0  0 2018-10-26 16:28:22
